cell,orig.ident,nCount_gene,nFeature_gene,nCount_RNA,nFeature_RNA,sample_id,sample_id_1,tissue_type,Kit_ID,Kit_sample,Seq_Number,Tissue.Type,Prep.Method,Prep.Number,Age,Time.Group,Poor_Read_Number,Moderate_Alignment,Rod_Cells,Possible_Rods,Non_Photoreceptors,Collection_Method,Outliers,VSX2_Outlier,X9_Cluster_Green_Rods,HR_Cluster_LB,HR_Cluster_Black,HR_Cluster_LG,HR_Cluster_DG,HR_Cluster_Pink,Cluster_Color,Fetal_Age,Old_Seq_Number,Old_Seq_Kit_ID,excluded_because,batch,names,type,gene_snn_res.0.2,seurat_clusters,gene_snn_res.0.4,gene_snn_res.0.6,gene_snn_res.0.8,gene_snn_res.1,gene_snn_res.1.2,gene_snn_res.1.4,gene_snn_res.1.6,gene_snn_res.1.8,gene_snn_res.2,read_count,percent.mt,nCount_transcript,nFeature_transcript,transcript_snn_res.0.2,transcript_snn_res.0.4,transcript_snn_res.0.6,transcript_snn_res.0.8,transcript_snn_res.1,transcript_snn_res.1.2,transcript_snn_res.1.4,transcript_snn_res.1.6,transcript_snn_res.1.8,transcript_snn_res.2,ident
ds20181001-0059,ds20181001,508386.90516451525,1431,2222000.30361245,8091,ds20181001-0059,ds20181001-0059,organoid,1A,59,3,Organoid,Kuwahara,115,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0059,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.4440121917272846,507975.9803937878,3873,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0060,ds20181001,517178.8632906343,1472,2264025.79962406,8228,ds20181001-0060,ds20181001-0060,organoid,1A,60,3,Organoid,Kuwahara,115,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0060,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.5266567209841139,516573.1007873128,3983,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0061,ds20181001,887302.3803679582,1499,3505787.3064389,7865,ds20181001-0061,ds20181001-0061,organoid,1A,61,3,Organoid,Kuwahara,115,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0061,PE,0,7,2,2,2,2,0,0,0,0,7,NA,0.5850731766668609,886586.7242522864,4043,0,2,1,1,1,0,1,0,0,11,7
ds20181001-0062,ds20181001,790201.466493069,1303,2621522.46858021,6955,ds20181001-0062,ds20181001-0062,organoid,1A,62,3,Organoid,Kuwahara,115,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0062,PE,3,7,5,5,5,6,7,5,7,4,7,NA,0.3364272091331828,790193.0555501017,3578,3,5,5,5,6,7,7,7,6,6,7
ds20181001-0063,ds20181001,542465.0946123236,1546,2353780.53023313,8838,ds20181001-0063,ds20181001-0063,organoid,1A,63,3,Organoid,Kuwahara,115,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonPRs,ds20181001_organoid,ds20181001-0063,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.3196383868945586,542318.2068412002,4354,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0065,ds20181001,822719.260393015,1574,3834536.52330992,9214,ds20181001-0065,ds20181001-0065,organoid,1A,65,3,Organoid,Kuwahara,116,85,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0065,PE,1,4,1,0,0,0,5,4,4,5,4,NA,0.5209304468751912,821315.3531878662,4595,1,1,0,0,2,2,0,3,2,2,4
ds20181001-0066,ds20181001,960279.0622670299,1524,3763081.35397832,9127,ds20181001-0066,ds20181001-0066,organoid,1A,66,3,Organoid,Kuwahara,116,85,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0066,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.34661345357015666,957851.0230540808,4276,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0067,ds20181001,1016513.9553509445,1590,4284053.09445303,8823,ds20181001-0067,ds20181001-0067,organoid,1A,67,3,Organoid,Kuwahara,116,85,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonPRs,ds20181001_organoid,ds20181001-0067,PE,0,10,0,0,0,5,5,4,4,9,10,NA,0.4058430739354271,1015644.2055766945,4514,0,2,1,1,1,0,1,0,0,0,10
ds20181001-0068,ds20181001,924428.9346724461,1601,4103566.5653081,9351,ds20181001-0068,ds20181001-0068,organoid,1A,68,3,Organoid,Kuwahara,116,85,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0068,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.21423492519762874,921943.2497029311,4590,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0069,ds20181001,955697.3461696114,1706,3740614.69166467,9636,ds20181001-0069,ds20181001-0069,organoid,1A,69,3,Organoid,Kuwahara,116,85,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0069,PE,0,11,0,1,1,1,6,8,5,10,11,NA,0.29829022889207246,953826.7021785661,4630,2,4,4,4,5,6,6,6,5,5,11
ds20181001-0070,ds20181001,1014288.8726610817,1480,3824172.82023719,8352,ds20181001-0070,ds20181001-0070,organoid,1A,70,3,Organoid,Kuwahara,116,85,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0070,PE,0,11,0,1,1,1,6,8,5,10,11,NA,0.19722665500178188,1014106.7169306763,3934,2,4,4,4,5,6,6,6,5,5,11
ds20181001-0072,ds20181001,956266.9055484149,1312,4223812.07666851,7650,ds20181001-0072,ds20181001-0072,organoid,1A,72,3,Organoid,Kuwahara,115,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0072,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.9375541543900334,954002.8716707395,3729,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0073,ds20181001,201313.51815335787,1191,916326.286472215,7094,ds20181001-0073,ds20181001-0073,organoid,1A,73,3,Organoid,Kuwahara,115,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0073,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.11531487632853933,200787.98135667233,2935,1,1,0,0,2,2,0,3,2,2,3
ds20181001-0074,ds20181001,1101047.6806637924,1455,4010049.82545488,8411,ds20181001-0074,ds20181001-0074,organoid,1A,74,3,Organoid,Kuwahara,115,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0074,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.36190852138500756,1097752.4314763688,4331,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0075,ds20181001,1090917.3519369185,1510,4751373.7051987,8650,ds20181001-0075,ds20181001-0075,organoid,1A,75,3,Organoid,Kuwahara,115,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0075,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.5997474551700807,1091460.4990220035,4463,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0076,ds20181001,513229.95910217776,1764,2195515.83345821,10316,ds20181001-0076,ds20181001-0076,organoid,1A,76,3,Organoid,Kuwahara,115,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0076,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.21731926334834223,512751.8016103491,4933,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0077,ds20181001,212424.6223453051,1179,1020605.68593656,6939,ds20181001-0077,ds20181001-0077,organoid,1A,77,3,Organoid,Kuwahara,115,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0077,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.14109487998530476,212246.00013181515,2915,1,1,0,0,3,3,2,3,7,7,3
ds20181001-0078,ds20181001,1039046.2002052299,1928,4128795.78360938,11253,ds20181001-0078,ds20181001-0078,organoid,1A,78,3,Organoid,Kuwahara,115,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0078,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.3667809745480055,1037349.9760117622,5696,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0079,ds20181001,1015304.1090206235,1969,4152481.96881903,11682,ds20181001-0079,ds20181001-0079,organoid,1A,79,3,Organoid,Kuwahara,115,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0079,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.14789621711157266,1012288.9996981211,5970,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0080,ds20181001,766248.4809020342,1948,3361840.72822925,11349,ds20181001-0080,ds20181001-0080,organoid,1A,80,3,Organoid,Kuwahara,115,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0080,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.35102182005658433,765491.2610123171,5400,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0081,ds20181001,330099.3621859007,1611,1374544.40046716,9561,ds20181001-0081,ds20181001-0081,organoid,1A,81,3,Organoid,Kuwahara,115,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0081,PE,2,6,3,3,3,3,1,7,5,7,6,NA,0.18561104123420108,329065.1276411648,4276,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0082,ds20181001,698848.9511323032,1480,3125523.23179007,8624,ds20181001-0082,ds20181001-0082,organoid,1A,82,3,Organoid,Kuwahara,115,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0082,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.664668380395701,697605.4354289749,4266,1,1,0,0,2,2,0,3,2,2,3
ds20181001-0083,ds20181001,678973.6646408987,1793,2973707.86335289,10050,ds20181001-0083,ds20181001-0083,organoid,1A,83,3,Organoid,Kuwahara,115,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0083,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.4297331719227446,676936.4477551609,5025,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0084,ds20181001,790970.9411449222,1894,3403506.82713322,11040,ds20181001-0084,ds20181001-0084,organoid,1A,84,3,Organoid,Kuwahara,115,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0084,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.35858175463768766,789599.3837321324,5428,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0085,ds20181001,705405.2284851094,1859,3051292.21678529,10729,ds20181001-0085,ds20181001-0085,organoid,1A,85,3,Organoid,Kuwahara,115,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0085,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.39058333706975723,705199.8684808111,5446,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0086,ds20181001,839896.1182090405,1851,3599949.45192938,10911,ds20181001-0086,ds20181001-0086,organoid,1A,86,3,Organoid,Kuwahara,116,99,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0086,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.42127783637432953,837663.8830362012,5450,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0087,ds20181001,666840.5939732675,1398,2914964.01078904,8177,ds20181001-0087,ds20181001-0087,organoid,1A,87,3,Organoid,Kuwahara,116,99,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0087,PE,1,4,1,0,0,0,5,4,4,5,4,NA,0.39746112567382497,665696.9426660349,3806,1,1,0,0,2,2,0,3,2,2,4
ds20181001-0088,ds20181001,769042.6843343849,1159,3186089.60948768,6446,ds20181001-0088,ds20181001-0088,organoid,1A,88,3,Organoid,Kuwahara,116,99,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0088,PE,1,4,1,0,0,0,5,4,4,5,4,NA,1.3208749268274513,768339.0714669244,3173,1,1,0,0,2,2,0,3,2,2,4
ds20181001-0089,ds20181001,573096.6129587938,1510,2255203.28032071,8493,ds20181001-0089,ds20181001-0089,organoid,1A,89,3,Organoid,Kuwahara,116,99,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0089,PE,3,7,5,5,5,6,7,5,7,4,7,NA,0.37977134560093034,573229.718400574,4286,3,5,5,5,6,7,7,7,6,6,7
ds20181001-0090,ds20181001,727598.8682108759,1772,3016112.62334803,10595,ds20181001-0090,ds20181001-0090,organoid,1A,90,3,Organoid,Kuwahara,116,99,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0090,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.3908196484535496,726559.59256585,5084,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0091,ds20181001,595065.9588522976,1665,2399445.30725286,9931,ds20181001-0091,ds20181001-0091,organoid,1A,91,3,Organoid,Kuwahara,116,99,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0091,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.3672345752124885,594163.1015654578,4463,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0092,ds20181001,619315.8475183747,1621,2594353.08144164,9300,ds20181001-0092,ds20181001-0092,organoid,1A,92,3,Organoid,Kuwahara,116,99,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0092,PE,0,11,0,1,1,1,6,8,5,10,11,NA,0.26291186307105635,618991.6590009145,4417,2,4,4,4,5,6,6,6,5,5,11
ds20181001-0093,ds20181001,823055.7616567796,1402,3973072.70947138,8327,ds20181001-0093,ds20181001-0093,organoid,1A,93,3,Organoid,Kuwahara,116,99,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0093,PE,0,10,0,6,6,5,5,4,4,9,10,NA,0.08345760804522821,821714.4096364876,4049,0,0,6,6,7,4,4,4,3,3,10
ds20181001-0094,ds20181001,618685.9335784141,1579,2722780.11736163,8718,ds20181001-0094,ds20181001-0094,organoid,1A,94,3,Organoid,Kuwahara,116,99,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0094,PE,1,4,1,0,0,0,5,4,4,5,4,NA,0.3158795942497898,617048.0088353478,4306,1,1,0,0,2,2,0,3,2,2,4
ds20181001-0095,ds20181001,617329.7821615369,1858,2868001.48534613,10690,ds20181001-0095,ds20181001-0095,organoid,1A,95,3,Organoid,Kuwahara,116,99,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0095,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.28606934300964737,616947.3550922273,5330,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0096,ds20181001,511426.5877733505,1574,2297765.91457603,8977,ds20181001-0096,ds20181001-0096,organoid,1A,96,3,Organoid,Kuwahara,116,99,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonPRs,ds20181001_organoid,ds20181001-0096,PE,0,5,0,6,6,5,6,6,6,6,5,NA,0.2964354131433757,510296.95222789445,4315,0,2,1,1,1,0,1,0,0,0,5
ds20181001-0097,ds20181001,211608.31793912948,1156,1041098.20383364,6750,ds20181001-0097,ds20181001-0097,organoid,1B,1,3,Organoid,Kuwahara,116,99,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0097,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.18110718236527415,211347.92136070185,3101,1,1,0,0,2,2,0,3,2,2,3
ds20181001-0098,ds20181001,203511.530475706,979,911232.991280572,6029,ds20181001-0098,ds20181001-0098,organoid,1B,2,3,Organoid,Kuwahara,116,99,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0098,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.1718930596360999,202811.8047917303,2349,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0099,ds20181001,299031.00741379615,1450,1381664.39749947,8416,ds20181001-0099,ds20181001-0099,organoid,1B,3,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0099,PE,0,5,0,6,6,5,6,6,6,6,5,NA,0.1724745319579591,298824.7931687694,3595,0,0,6,6,7,4,4,4,3,3,5
ds20181001-0100,ds20181001,589872.2061951184,1550,2245286.8190758,9194,ds20181001-0100,ds20181001-0100,organoid,1B,4,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0100,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.26444046218268014,588582.6456732881,4528,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0101,ds20181001,220510.2781657554,1158,950568.950176507,6945,ds20181001-0101,ds20181001-0101,organoid,1B,5,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0101,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.21033211680521405,220675.59044376004,3055,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0102,ds20181001,636726.6589893635,1662,2546766.22573047,10176,ds20181001-0102,ds20181001-0102,organoid,1B,6,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0102,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.37953541443530625,636671.4438451264,4676,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0103,ds20181001,323162.23765313823,1200,1375996.16858321,7171,ds20181001-0103,ds20181001-0103,organoid,1B,7,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0103,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.23829650823985324,323027.3459220482,3262,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0104,ds20181001,573747.6491804563,1578,2348377.25351339,9504,ds20181001-0104,ds20181001-0104,organoid,1B,8,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0104,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.21877081013362976,573657.7089109606,4355,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0105,ds20181001,522185.4208224941,939,1988206.35605947,5218,ds20181001-0105,ds20181001-0105,organoid,1B,9,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0105,PE,3,7,5,5,5,6,7,5,7,4,7,NA,0.8070429817463214,522225.433405646,2606,3,5,5,5,6,7,7,7,6,6,7
ds20181001-0106,ds20181001,729678.1164773961,1398,2686459.58971218,7939,ds20181001-0106,ds20181001-0106,organoid,1B,10,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0106,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.3361056998927853,728417.2121309573,3694,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0107,ds20181001,396878.8031355954,1106,1849715.82538973,6336,ds20181001-0107,ds20181001-0107,organoid,1B,11,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0107,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.1776365076436369,395999.54547382984,2890,1,1,0,0,2,2,0,3,2,2,3
ds20181001-0108,ds20181001,594420.9628969905,1754,2296349.1205741,10132,ds20181001-0108,ds20181001-0108,organoid,1B,12,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0108,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.4979308921237833,593430.4525225519,4936,2,4,4,4,5,6,6,6,5,5,8
ds20181001-0109,ds20181001,534017.112284054,1203,2458327.42452906,7002,ds20181001-0109,ds20181001-0109,organoid,1B,13,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0109,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.18637530506398756,531312.0851769018,3243,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0110,ds20181001,682206.8256566905,1308,2819725.96452159,7360,ds20181001-0110,ds20181001-0110,organoid,1B,14,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0110,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.6895774841076366,680261.0457580375,3725,1,3,3,3,3,3,2,1,9,10,3
ds20181001-0111,ds20181001,609396.7558920536,1649,2638586.401286,9591,ds20181001-0111,ds20181001-0111,organoid,1B,15,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0111,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.32494216881577226,608324.6359350075,4657,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0112,ds20181001,439840.83762738516,1101,1944205.04780312,6519,ds20181001-0112,ds20181001-0112,organoid,1B,16,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0112,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.2418966190011683,436957.0868170124,3120,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0113,ds20181001,754028.618983231,1461,2666664.43969788,8598,ds20181001-0113,ds20181001-0113,organoid,1B,17,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0113,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.2610471350035549,753173.4963371267,4094,2,4,4,4,5,6,6,6,5,5,8
ds20181001-0114,ds20181001,612887.7023452835,1184,3130090.28651571,7331,ds20181001-0114,ds20181001-0114,organoid,1B,18,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0114,PE,1,4,1,0,0,0,5,4,4,5,4,NA,0.25448419255357857,612689.8457458679,3645,1,1,0,0,2,2,0,3,2,2,4
ds20181001-0115,ds20181001,390680.2008852944,1236,1560050.34435488,7577,ds20181001-0115,ds20181001-0115,organoid,1B,19,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0115,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.39121222562635793,390637.64460570127,3401,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0117,ds20181001,701295.3000965917,1309,2945558.66316268,7709,ds20181001-0117,ds20181001-0117,organoid,1B,21,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0117,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.43908914927525083,700224.1822758466,3746,1,3,3,3,3,3,2,1,9,10,3
ds20181001-0118,ds20181001,345180.66494591517,1065,1517592.33261267,6121,ds20181001-0118,ds20181001-0118,organoid,1B,22,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0118,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.23838073701586301,343452.76430733025,2267,2,4,4,4,5,6,6,6,5,5,3
ds20181001-0119,ds20181001,751162.6417655448,1548,2761204.78962992,9373,ds20181001-0119,ds20181001-0119,organoid,1B,23,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0119,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.43364640046903435,750579.0512959129,4521,2,4,4,4,8,8,8,8,8,8,8
